Postcode;Dorp/ Plaats;Gemeente;Provincie
5449;Rijkevoort-De Walsert;Sint Anthonis;Noord-Brabant
5450;Mill;Mill en Sint Hubert;Noord-Brabant
5451;Mill;Mill en Sint Hubert;Noord-Brabant
5453;Langenboom;Mill en Sint Hubert;Noord-Brabant
5454;Sint Hubert;Mill en Sint Hubert;Noord-Brabant
5455;Wilbertoord;Mill en Sint Hubert;Noord-Brabant
5460;Veghel;Meierijstad;Noord-Brabant
5461;Veghel;Meierijstad;Noord-Brabant
5462;Veghel;Meierijstad;Noord-Brabant
5463;Veghel;Meierijstad;Noord-Brabant
5464;Veghel;Meierijstad;Noord-Brabant
5465;Veghel;Meierijstad;Noord-Brabant
5466;Veghel;Meierijstad;Noord-Brabant
5467;Veghel;Meierijstad;Noord-Brabant
5469;Erp;Meierijstad;Noord-Brabant
5471;Loosbroek;Bernheze;Noord-Brabant
5472;Loosbroek;Bernheze;Noord-Brabant
5473;Heeswijk-Dinther;Bernheze;Noord-Brabant
5476;Vorstenbosch;Bernheze;Noord-Brabant
5480;Schijndel;Meierijstad;Noord-Brabant
5481;Schijndel;Meierijstad;Noord-Brabant
5482;Schijndel;Meierijstad;Noord-Brabant
5490;Sint-Oedenrode;Meierijstad;Noord-Brabant
5491;Sint-Oedenrode;Meierijstad;Noord-Brabant
5492;Sint-Oedenrode;Meierijstad;Noord-Brabant
5500;Veldhoven;Veldhoven;Noord-Brabant
5501;Veldhoven;Veldhoven;Noord-Brabant
5502;Veldhoven;Veldhoven;Noord-Brabant
5503;Veldhoven;Veldhoven;Noord-Brabant
5504;Veldhoven;Veldhoven;Noord-Brabant
5505;Veldhoven;Veldhoven;Noord-Brabant
5506;Veldhoven;Veldhoven;Noord-Brabant
5507;Veldhoven;Veldhoven;Noord-Brabant
5508;Veldhoven;Veldhoven;Noord-Brabant
5509;Veldhoven;Veldhoven;Noord-Brabant
5511;Knegsel;Eersel;Noord-Brabant
5512;Vessem;Eersel;Noord-Brabant
5513;Wintelre;Eersel;Noord-Brabant
5520;Eersel;Eersel;Noord-Brabant
5521;Eersel;Eersel;Noord-Brabant
5524;Steensel;Eersel;Noord-Brabant
5525;Duizel;Eersel;Noord-Brabant
5527;Hapert;Bladel;Noord-Brabant
5528;Hoogeloon;Bladel;Noord-Brabant
5529;Casteren;Bladel;Noord-Brabant
5530;Bladel;Bladel;Noord-Brabant
5531;Bladel;Bladel;Noord-Brabant
5534;Netersel;Bladel;Noord-Brabant
5540;Reusel;Reusel-De Mierden;Noord-Brabant
5541;Reusel;Reusel-De Mierden;Noord-Brabant
5550;Valkenswaard;Valkenswaard;Noord-Brabant
5551;Valkenswaard;Valkenswaard;Noord-Brabant
5552;Valkenswaard;Valkenswaard;Noord-Brabant
5553;Valkenswaard;Valkenswaard;Noord-Brabant
5554;Valkenswaard;Valkenswaard;Noord-Brabant
5555;Valkenswaard;Valkenswaard;Noord-Brabant
5556;Valkenswaard;Valkenswaard;Noord-Brabant
5560;Riethoven;Bergeijk;Noord-Brabant
5561;Riethoven;Bergeijk;Noord-Brabant
5563;Westerhoven;Bergeijk;Noord-Brabant
5570;Bergeijk;Bergeijk;Noord-Brabant
5571;Bergeijk;Bergeijk;Noord-Brabant
5575;Luyksgestel;Bergeijk;Noord-Brabant
5580;Waalre;Waalre;Noord-Brabant
5581;Waalre;Waalre;Noord-Brabant
5582;Waalre;Waalre;Noord-Brabant
5583;Waalre;Waalre;Noord-Brabant
5590;Heeze;Heeze-Leende;Noord-Brabant
5591;Heeze;Heeze-Leende;Noord-Brabant
5595;Leende;Heeze-Leende;Noord-Brabant
5600;Eindhoven;Eindhoven;Noord-Brabant
5601;Eindhoven;Eindhoven;Noord-Brabant
5602;Eindhoven;Eindhoven;Noord-Brabant
5603;Eindhoven;Eindhoven;Noord-Brabant
5604;Eindhoven;Eindhoven;Noord-Brabant
5605;Eindhoven;Eindhoven;Noord-Brabant
5606;Eindhoven;Eindhoven;Noord-Brabant
5611;Eindhoven;Eindhoven;Noord-Brabant
5612;Eindhoven;Eindhoven;Noord-Brabant
5613;Eindhoven;Eindhoven;Noord-Brabant
5614;Eindhoven;Eindhoven;Noord-Brabant
5615;Eindhoven;Eindhoven;Noord-Brabant
5616;Eindhoven;Eindhoven;Noord-Brabant
5617;Eindhoven;Eindhoven;Noord-Brabant
5621;Eindhoven;Eindhoven;Noord-Brabant
5622;Eindhoven;Eindhoven;Noord-Brabant
5623;Eindhoven;Eindhoven;Noord-Brabant
5624;Eindhoven;Eindhoven;Noord-Brabant
5625;Eindhoven;Eindhoven;Noord-Brabant
5626;Eindhoven;Eindhoven;Noord-Brabant
5627;Eindhoven;Eindhoven;Noord-Brabant
5628;Eindhoven;Eindhoven;Noord-Brabant
5629;Eindhoven;Eindhoven;Noord-Brabant
5631;Eindhoven;Eindhoven;Noord-Brabant
5632;Eindhoven;Eindhoven;Noord-Brabant
5633;Eindhoven;Eindhoven;Noord-Brabant
5641;Eindhoven;Eindhoven;Noord-Brabant
5642;Eindhoven;Eindhoven;Noord-Brabant
5643;Eindhoven;Eindhoven;Noord-Brabant
5644;Eindhoven;Eindhoven;Noord-Brabant
5645;Eindhoven;Eindhoven;Noord-Brabant
5646;Eindhoven;Eindhoven;Noord-Brabant
5647;Eindhoven;Eindhoven;Noord-Brabant
5651;Eindhoven;Eindhoven;Noord-Brabant
5652;Eindhoven;Eindhoven;Noord-Brabant
5653;Eindhoven;Eindhoven;Noord-Brabant
5654;Eindhoven;Eindhoven;Noord-Brabant
5655;Eindhoven;Eindhoven;Noord-Brabant
5656;Eindhoven;Eindhoven;Noord-Brabant
5657;Eindhoven;Eindhoven;Noord-Brabant
5658;Eindhoven;Eindhoven;Noord-Brabant
5660;Geldrop;Geldrop-Mierlo;Noord-Brabant
5661;Geldrop;Geldrop-Mierlo;Noord-Brabant
5662;Geldrop;Geldrop-Mierlo;Noord-Brabant
5663;Geldrop;Geldrop-Mierlo;Noord-Brabant
5664;Geldrop;Geldrop-Mierlo;Noord-Brabant
5665;Geldrop;Geldrop-Mierlo;Noord-Brabant
5666;Geldrop;Geldrop-Mierlo;Noord-Brabant
5667;Geldrop;Geldrop-Mierlo;Noord-Brabant
5670;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant
5671;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant
5672;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant
5673;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant
5674;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant
5680;Best;Best;Noord-Brabant
5681;Best;Best;Noord-Brabant
5682;Best;Best;Noord-Brabant
5683;Best;Best;Noord-Brabant
5684;Best;Best;Noord-Brabant
5685;Best;Best;Noord-Brabant
5688;Oirschot;Oirschot;Noord-Brabant
5689;Oirschot;Oirschot;Noord-Brabant
5690;Son en Breugel;Son en Breugel;Noord-Brabant
5691;Son en Breugel;Son en Breugel;Noord-Brabant
5692;Son en Breugel;Son en Breugel;Noord-Brabant
5694;Son en Breugel;Son en Breugel;Noord-Brabant
5700;Helmond;Helmond;Noord-Brabant
5701;Helmond;Helmond;Noord-Brabant
5702;Helmond;Helmond;Noord-Brabant
5703;Helmond;Helmond;Noord-Brabant
5704;Helmond;Helmond;Noord-Brabant
5705;Helmond;Helmond;Noord-Brabant
5706;Helmond;Helmond;Noord-Brabant
5707;Helmond;Helmond;Noord-Brabant
5708;Helmond;Helmond;Noord-Brabant
5709;Helmond;Helmond;Noord-Brabant
5710;Someren;Someren;Noord-Brabant
5711;Someren;Someren;Noord-Brabant
5712;Someren;Someren;Noord-Brabant
5715;Lierop;Someren;Noord-Brabant
5720;Asten;Asten;Noord-Brabant
5721;Asten;Asten;Noord-Brabant
5724;Ommel;Asten;Noord-Brabant
5725;Heusden;Asten;Noord-Brabant
5730;Mierlo;Geldrop-Mierlo;Noord-Brabant
5731;Mierlo;Geldrop-Mierlo;Noord-Brabant
5735;Aarle-Rixtel;Laarbeek;Noord-Brabant
5737;Lieshout;Laarbeek;Noord-Brabant
5738;Mariahout;Laarbeek;Noord-Brabant
5740;Beek en Donk;Laarbeek;Noord-Brabant
5741;Beek en Donk;Laarbeek;Noord-Brabant
5750;Deurne;Deurne;Noord-Brabant
5751;Deurne;Deurne;Noord-Brabant
5752;Deurne;Deurne;Noord-Brabant
5753;Deurne;Deurne;Noord-Brabant
5754;Deurne;Deurne;Noord-Brabant
5756;Vlierden;Deurne;Noord-Brabant
5757;Liessel;Deurne;Noord-Brabant
5758;Neerkant;Deurne;Noord-Brabant
5759;Helenaveen;Deurne;Noord-Brabant
5760;Bakel;Gemert-Bakel;Noord-Brabant
5761;Bakel;Gemert-Bakel;Noord-Brabant
5763;Milheeze;Gemert-Bakel;Noord-Brabant
5764;De Rips;Gemert-Bakel;Noord-Brabant
5766;Griendtsveen;Horst aan de Maas;Limburg
5768;Meijel;Peel en Maas;Limburg
5800;Venray;Venray;Limburg
5801;Venray;Venray;Limburg
5802;Venray;Venray;Limburg
5803;Venray;Venray;Limburg
5804;Venray;Venray;Limburg
5807;Oostrum;Venray;Limburg
5808;Oirlo;Venray;Limburg
5809;Leunen;Venray;Limburg
5811;Castenray;Venray;Limburg
5812;Heide;Venray;Limburg
5813;Ysselsteyn;Venray;Limburg
5814;Veulen;Venray;Limburg
5815;Merselo;Venray;Limburg
5816;Vredepeel;Venray;Limburg
5817;Smakt;Venray;Limburg
5820;Vierlingsbeek;Boxmeer;Noord-Brabant
5821;Vierlingsbeek;Boxmeer;Noord-Brabant
5823;Maashees;Boxmeer;Noord-Brabant
5824;Holthees;Boxmeer;Noord-Brabant
5825;Overloon;Boxmeer;Noord-Brabant
5826;Groeningen;Boxmeer;Noord-Brabant
5827;Vortum-Mullem;Boxmeer;Noord-Brabant
5830;Boxmeer;Boxmeer;Noord-Brabant
5831;Boxmeer;Boxmeer;Noord-Brabant
5835;Beugen;Boxmeer;Noord-Brabant
5836;Sambeek;Boxmeer;Noord-Brabant
5840;Oploo;Sint Anthonis;Noord-Brabant
5841;Oploo;Sint Anthonis;Noord-Brabant
5843;Westerbeek;Sint Anthonis;Noord-Brabant
5844;Stevensbeek;Sint Anthonis;Noord-Brabant
5845;Sint Anthonis;Sint Anthonis;Noord-Brabant
5846;Ledeacker;Sint Anthonis;Noord-Brabant
5851;Afferden L;Bergen (L.);Limburg
5853;Siebengewald;Bergen (L.);Limburg
5854;Bergen L;Bergen (L.);Limburg
5855;Well L;Bergen (L.);Limburg
5856;Wellerlooi;Bergen (L.);Limburg
5860;Wanssum;Venray;Limburg
5861;Wanssum;Venray;Limburg
5862;Geijsteren;Venray;Limburg
5863;Blitterswijck;Venray;Limburg
5864;Meerlo;Horst aan de Maas;Limburg
5865;Tienray;Horst aan de Maas;Limburg
5866;Swolgen;Horst aan de Maas;Limburg
5871;Broekhuizenvorst;Horst aan de Maas;Limburg
5872;Broekhuizen;Horst aan de Maas;Limburg
5900;Venlo;Venlo;Limburg
5901;Venlo;Venlo;Limburg
5902;Venlo;Venlo;Limburg
5911;Venlo;Venlo;Limburg
5912;Venlo;Venlo;Limburg
5913;Venlo;Venlo;Limburg
5914;Venlo;Venlo;Limburg
5915;Venlo;Venlo;Limburg
5916;Venlo;Venlo;Limburg
5921;Venlo;Venlo;Limburg
5922;Venlo;Venlo;Limburg
5923;Venlo;Venlo;Limburg
5924;Venlo;Venlo;Limburg
5925;Venlo;Venlo;Limburg
5926;Venlo;Venlo;Limburg
5927;Venlo;Venlo;Limburg
5928;Venlo;Venlo;Limburg
5930;Tegelen;Venlo;Limburg
5931;Tegelen;Venlo;Limburg
5932;Tegelen;Venlo;Limburg
5935;Steyl;Venlo;Limburg
5940;Velden;Venlo;Limburg
5941;Velden;Venlo;Limburg
5943;Lomm;Venlo;Limburg
5944;Arcen;Venlo;Limburg
5950;Belfeld;Venlo;Limburg
5951;Belfeld;Venlo;Limburg
5953;Reuver;Beesel;Limburg
5954;Beesel;Beesel;Limburg
5960;Horst;Horst aan de Maas;Limburg
5961;Horst;Horst aan de Maas;Limburg
5962;Melderslo;Horst aan de Maas;Limburg
5963;Hegelsom;Horst aan de Maas;Limburg
5964;Meterik;Horst aan de Maas;Limburg
5966;America;Horst aan de Maas;Limburg
5970;Grubbenvorst;Horst aan de Maas;Limburg
5971;Grubbenvorst;Horst aan de Maas;Limburg
5973;Lottum;Horst aan de Maas;Limburg
5975;Sevenum;Horst aan de Maas;Limburg
5976;Kronenberg;Horst aan de Maas;Limburg
5977;Evertsoord;Horst aan de Maas;Limburg
5980;Panningen;Peel en Maas;Limburg
5981;Panningen;Peel en Maas;Limburg
5984;Koningslust;Peel en Maas;Limburg
5985;Grashoek;Peel en Maas;Limburg
5986;Beringe;Peel en Maas;Limburg
5987;Egchel;Peel en Maas;Limburg
5988;Helden;Peel en Maas;Limburg
5990;Baarlo;Peel en Maas;Limburg
5991;Baarlo;Peel en Maas;Limburg
5993;Maasbree;Peel en Maas;Limburg
5995;Kessel;Peel en Maas;Limburg
6000;Weert;Weert;Limburg
6001;Weert;Weert;Limburg
6002;Weert;Weert;Limburg
6003;Weert;Weert;Limburg
6004;Weert;Weert;Limburg
6005;Weert;Weert;Limburg
6006;Weert;Weert;Limburg
6011;Ell;Leudal;Limburg
6012;Haler;Leudal;Limburg
6013;Hunsel;Leudal;Limburg
6014;Ittervoort;Leudal;Limburg
6015;Neeritter;Leudal;Limburg
6017;Thorn;Maasgouw;Limburg
6019;Wessem;Maasgouw;Limburg
6020;Budel;Cranendonck;Noord-Brabant
6021;Budel;Cranendonck;Noord-Brabant
6023;Budel-Schoot;Cranendonck;Noord-Brabant
6024;Budel-Dorplein;Cranendonck;Noord-Brabant
6026;Maarheeze;Cranendonck;Noord-Brabant
6027;Soerendonk;Cranendonck;Noord-Brabant
6028;Gastel;Cranendonck;Noord-Brabant
6029;Sterksel;Heeze-Leende;Noord-Brabant
6030;Nederweert;Nederweert;Limburg
6031;Nederweert;Nederweert;Limburg
6034;Nederweert-Eind;Nederweert;Limburg
6035;Ospel;Nederweert;Limburg
6037;Kelpen-Oler;Leudal;Limburg
6039;Stramproy;Weert;Limburg
6040;Roermond;Roermond;Limburg
6041;Roermond;Roermond;Limburg
6042;Roermond;Roermond;Limburg
6043;Roermond;Roermond;Limburg
6044;Roermond;Roermond;Limburg
6045;Roermond;Roermond;Limburg
6049;Roermond;Roermond;Limburg
6050;Maasbracht;Maasgouw;Limburg
6051;Maasbracht;Maasgouw;Limburg
6060;Posterholt;Roerdalen;Limburg
6061;Posterholt;Roerdalen;Limburg
6063;Vlodrop;Roerdalen;Limburg
6065;Montfort;Roerdalen;Limburg
6067;Linne;Maasgouw;Limburg
6070;Swalmen;Roermond;Limburg
6071;Swalmen;Roermond;Limburg
6074;Melick;Roerdalen;Limburg
6075;Herkenbosch;Roerdalen;Limburg
6077;Sint Odiliënberg;Roerdalen;Limburg
6080;Haelen;Leudal;Limburg
6081;Haelen;Leudal;Limburg
6082;Buggenum;Leudal;Limburg
6083;Nunhem;Leudal;Limburg
6085;Horn;Leudal;Limburg
6086;Neer;Leudal;Limburg
6088;Roggel;Leudal;Limburg
6089;Heibloem;Leudal;Limburg
6091;Leveroy;Nederweert;Limburg
6092;Leveroy;Nederweert;Limburg
6093;Heythuysen;Leudal;Limburg
6095;Baexem;Leudal;Limburg
6096;Grathem;Leudal;Limburg
6097;Heel;Maasgouw;Limburg
6099;Beegden;Maasgouw;Limburg
6100;Echt;Echt-Susteren;Limburg
6101;Echt;Echt-Susteren;Limburg
6102;Echt;Echt-Susteren;Limburg
6104;Koningsbosch;Echt-Susteren;Limburg
6105;Maria Hoop;Echt-Susteren;Limburg
6107;Stevensweert;Maasgouw;Limburg
6109;Ohé en Laak;Maasgouw;Limburg
6111;Sint Joost;Echt-Susteren;Limburg
6112;Sint Joost;Echt-Susteren;Limburg
6114;Susteren;Echt-Susteren;Limburg
6116;Roosteren;Echt-Susteren;Limburg
6118;Nieuwstadt;Echt-Susteren;Limburg
6120;Born;Sittard-Geleen;Limburg
6121;Born;Sittard-Geleen;Limburg
6122;Buchten;Sittard-Geleen;Limburg
6123;Holtum;Sittard-Geleen;Limburg
6124;Papenhoven;Sittard-Geleen;Limburg
6125;Obbicht;Sittard-Geleen;Limburg
6127;Grevenbicht;Sittard-Geleen;Limburg
6129;Urmond;Stein;Limburg
6130;Sittard;Sittard-Geleen;Limburg
6131;Sittard;Sittard-Geleen;Limburg
6132;Sittard;Sittard-Geleen;Limburg
6133;Sittard;Sittard-Geleen;Limburg
6134;Sittard;Sittard-Geleen;Limburg
6135;Sittard;Sittard-Geleen;Limburg
6136;Sittard;Sittard-Geleen;Limburg
6137;Sittard;Sittard-Geleen;Limburg
6141;Limbricht;Sittard-Geleen;Limburg
6142;Einighausen;Sittard-Geleen;Limburg
6143;Guttecoven;Sittard-Geleen;Limburg
6151;Munstergeleen;Sittard-Geleen;Limburg
6153;Windraak;Sittard-Geleen;Limburg
6155;Puth;Beekdaelen;Limburg
6160;Geleen;Sittard-Geleen;Limburg
6161;Geleen;Sittard-Geleen;Limburg
6162;Geleen;Sittard-Geleen;Limburg
6163;Geleen;Sittard-Geleen;Limburg
6164;Geleen;Sittard-Geleen;Limburg
6165;Geleen;Sittard-Geleen;Limburg
6166;Geleen;Sittard-Geleen;Limburg
6167;Geleen;Sittard-Geleen;Limburg
6170;Stein;Stein;Limburg
6171;Stein;Stein;Limburg
6174;Sweikhuizen;Beekdaelen;Limburg
6176;Spaubeek;Beek;Limburg
6180;Elsloo;Stein;Limburg
6181;Elsloo;Stein;Limburg
6190;Beek;Beek;Limburg
6191;Beek;Beek;Limburg
6199;Maastricht-Airport;Beek;Limburg
6200;Maastricht;Maastricht;Limburg
6201;Maastricht;Maastricht;Limburg
6202;Maastricht;Maastricht;Limburg
6203;Maastricht;Maastricht;Limburg
6211;Maastricht;Maastricht;Limburg
6212;Maastricht;Maastricht;Limburg
6213;Maastricht;Maastricht;Limburg
6214;Maastricht;Maastricht;Limburg
6215;Maastricht;Maastricht;Limburg
6216;Maastricht;Maastricht;Limburg
6217;Maastricht;Maastricht;Limburg
6218;Maastricht;Maastricht;Limburg
6219;Maastricht;Maastricht;Limburg
6221;Maastricht;Maastricht;Limburg
6222;Maastricht;Maastricht;Limburg
6223;Maastricht;Maastricht;Limburg
6224;Maastricht;Maastricht;Limburg
6225;Maastricht;Maastricht;Limburg
6226;Maastricht;Maastricht;Limburg
6227;Maastricht;Maastricht;Limburg
6228;Maastricht;Maastricht;Limburg
6229;Maastricht;Maastricht;Limburg
6230;Meerssen;Meerssen;Limburg
6231;Meerssen;Meerssen;Limburg
6235;Ulestraten;Meerssen;Limburg
6237;Moorveld;Meerssen;Limburg
6240;Bunde;Meerssen;Limburg
6241;Bunde;Meerssen;Limburg
6243;Geulle;Meerssen;Limburg
6245;Eijsden;Eijsden-Margraten;Limburg
6247;Gronsveld;Eijsden-Margraten;Limburg
6251;Eckelrade;Eijsden-Margraten;Limburg
6252;Eckelrade;Eijsden-Margraten;Limburg
6255;Noorbeek;Eijsden-Margraten;Limburg
6261;Mheer;Eijsden-Margraten;Limburg
6262;Banholt;Eijsden-Margraten;Limburg
6265;Sint Geertruid;Eijsden-Margraten;Limburg
6267;Cadier en Keer;Eijsden-Margraten;Limburg
6268;Bemelen;Eijsden-Margraten;Limburg
6269;Margraten;Eijsden-Margraten;Limburg
6270;Gulpen;Gulpen-Wittem;Limburg
6271;Gulpen;Gulpen-Wittem;Limburg
6273;Ingber;Gulpen-Wittem;Limburg
6274;Reijmerstok;Gulpen-Wittem;Limburg
6276;Heijenrath;Gulpen-Wittem;Limburg
6277;Slenaken;Gulpen-Wittem;Limburg
6278;Beutenaken;Gulpen-Wittem;Limburg
6281;Mechelen;Gulpen-Wittem;Limburg
6285;Epen;Gulpen-Wittem;Limburg
6286;Wittem;Gulpen-Wittem;Limburg
6287;Eys;Gulpen-Wittem;Limburg
6289;Elkenrade;Gulpen-Wittem;Limburg
6290;Vaals;Vaals;Limburg
6291;Vaals;Vaals;Limburg
6294;Vijlen;Vaals;Limburg
6295;Lemiers;Vaals;Limburg
6300;Valkenburg;Katwijk;Zuid-Holland
6301;Valkenburg;Valkenburg aan de Geul;Limburg
6305;Schin op Geul;Valkenburg aan de Geul;Limburg
6307;Scheulder;Eijsden-Margraten;Limburg
6311;Ransdaal;Voerendaal;Limburg
6312;Ransdaal;Voerendaal;Limburg
6320;Wijlre;Gulpen-Wittem;Limburg
6321;Wijlre;Gulpen-Wittem;Limburg
6325;Berg en Terblijt;Valkenburg aan de Geul;Limburg
6333;Schimmert;Beekdaelen;Limburg
6336;Hulsberg;Beekdaelen;Limburg
6341;Walem;Valkenburg aan de Geul;Limburg
6342;Walem;Valkenburg aan de Geul;Limburg
6343;Klimmen;Voerendaal;Limburg
6350;Bocholtz;Simpelveld;Limburg
6351;Bocholtz;Simpelveld;Limburg
6353;Baneheide;Simpelveld;Limburg
6360;Nuth;Beekdaelen;Limburg
6361;Nuth;Beekdaelen;Limburg
6363;Wijnandsrade;Beekdaelen;Limburg
6365;Schinnen;Beekdaelen;Limburg
6367;Voerendaal;Voerendaal;Limburg
6369;Simpelveld;Simpelveld;Limburg
6370;Landgraaf;Landgraaf;Limburg
6371;Landgraaf;Landgraaf;Limburg
6372;Landgraaf;Landgraaf;Limburg
6373;Landgraaf;Landgraaf;Limburg
6374;Landgraaf;Landgraaf;Limburg
6400;Heerlen;Heerlen;Limburg
6401;Heerlen;Heerlen;Limburg
6411;Heerlen;Heerlen;Limburg
6412;Heerlen;Heerlen;Limburg
6413;Heerlen;Heerlen;Limburg
6414;Heerlen;Heerlen;Limburg
6415;Heerlen;Heerlen;Limburg
6416;Heerlen;Heerlen;Limburg
6417;Heerlen;Heerlen;Limburg
6418;Heerlen;Heerlen;Limburg
6419;Heerlen;Heerlen;Limburg
6422;Heerlen;Heerlen;Limburg
6430;Hoensbroek;Heerlen;Limburg
6431;Hoensbroek;Heerlen;Limburg
6432;Hoensbroek;Heerlen;Limburg
6433;Hoensbroek;Heerlen;Limburg
6436;Amstenrade;Beekdaelen;Limburg
6438;Oirsbeek;Beekdaelen;Limburg
6439;Doenrade;Beekdaelen;Limburg
6440;Brunssum;Brunssum;Limburg
6441;Brunssum;Brunssum;Limburg
6442;Brunssum;Brunssum;Limburg
6443;Brunssum;Brunssum;Limburg
6444;Brunssum;Brunssum;Limburg
6445;Brunssum;Brunssum;Limburg
6446;Brunssum;Brunssum;Limburg
6447;Merkelbeek;Beekdaelen;Limburg
6450;Schinveld;Beekdaelen;Limburg
6451;Schinveld;Beekdaelen;Limburg
6454;Jabeek;Beekdaelen;Limburg
6456;Bingelrade;Beekdaelen;Limburg
6460;Kerkrade;Kerkrade;Limburg
6461;Kerkrade;Kerkrade;Limburg
6462;Kerkrade;Kerkrade;Limburg
6463;Kerkrade;Kerkrade;Limburg
6464;Kerkrade;Kerkrade;Limburg
6465;Kerkrade;Kerkrade;Limburg
6466;Kerkrade;Kerkrade;Limburg
6467;Kerkrade;Kerkrade;Limburg
6468;Kerkrade;Kerkrade;Limburg
6469;Eygelshoven;Kerkrade;Limburg
6470;Eygelshoven;Kerkrade;Limburg
6471;Eygelshoven;Kerkrade;Limburg
6500;Nijmegen;Nijmegen;Gelderland
6501;Nijmegen;Nijmegen;Gelderland
6503;Nijmegen;Nijmegen;Gelderland
6504;Nijmegen;Nijmegen;Gelderland
6511;Nijmegen;Nijmegen;Gelderland
6512;Nijmegen;Nijmegen;Gelderland
6515;Nijmegen;Nijmegen;Gelderland
6521;Nijmegen;Nijmegen;Gelderland
6522;Nijmegen;Nijmegen;Gelderland
6523;Nijmegen;Nijmegen;Gelderland
6524;Nijmegen;Nijmegen;Gelderland
6525;Nijmegen;Nijmegen;Gelderland
6531;Nijmegen;Nijmegen;Gelderland
6532;Nijmegen;Nijmegen;Gelderland
6533;Nijmegen;Nijmegen;Gelderland
6534;Nijmegen;Nijmegen;Gelderland
6535;Nijmegen;Nijmegen;Gelderland
6536;Nijmegen;Nijmegen;Gelderland
6537;Nijmegen;Nijmegen;Gelderland
6538;Nijmegen;Nijmegen;Gelderland
6541;Nijmegen;Nijmegen;Gelderland
6542;Nijmegen;Nijmegen;Gelderland
6543;Nijmegen;Nijmegen;Gelderland
6544;Nijmegen;Nijmegen;Gelderland
6545;Nijmegen;Nijmegen;Gelderland
6546;Nijmegen;Nijmegen;Gelderland
6550;Weurt;Beuningen;Gelderland
6551;Weurt;Beuningen;Gelderland
6560;Groesbeek;Berg en Dal;Gelderland
6561;Groesbeek;Berg en Dal;Gelderland
6562;Groesbeek;Berg en Dal;Gelderland
6564;Nijmegen;Nijmegen;Gelderland
6566;Millingen aan de Rijn;Berg en Dal;Gelderland
6570;Berg en Dal;Berg en Dal;Gelderland
6571;Berg en Dal;Berg en Dal;Gelderland
6572;Berg en Dal;Berg en Dal;Gelderland
6573;Beek;Berg en Dal;Gelderland
6574;Ubbergen;Berg en Dal;Gelderland
6575;Persingen;Berg en Dal;Gelderland
6576;Ooij;Berg en Dal;Gelderland
6577;Erlecom;Berg en Dal;Gelderland
6578;Leuth;Berg en Dal;Gelderland
6579;Kekerdom;Berg en Dal;Gelderland
6580;Malden;Heumen;Gelderland
6581;Malden;Heumen;Gelderland
6582;Heumen;Heumen;Gelderland
6584;Molenhoek;Mook en Middelaar;Limburg
6585;Mook;Mook en Middelaar;Limburg
6586;Plasmolen;Mook en Middelaar;Limburg
6587;Middelaar;Mook en Middelaar;Limburg
6590;Gennep;Gennep;Limburg
6591;Gennep;Gennep;Limburg
6595;Ottersum;Gennep;Limburg
6596;Milsbeek;Gennep;Limburg
6598;Heijen;Gennep;Limburg
6599;Ven-Zelderheide;Gennep;Limburg
6600;Wijchen;Wijchen;Gelderland
6601;Wijchen;Wijchen;Gelderland
6602;Wijchen;Wijchen;Gelderland
6603;Wijchen;Wijchen;Gelderland
6604;Wijchen;Wijchen;Gelderland
6605;Wijchen;Wijchen;Gelderland
6606;Niftrik;Wijchen;Gelderland
6610;Overasselt;Heumen;Gelderland
6611;Overasselt;Heumen;Gelderland
6612;Nederasselt;Heumen;Gelderland
6613;Balgoij;Wijchen;Gelderland
6615;Leur;Wijchen;Gelderland
6616;Hernen;Wijchen;Gelderland
6617;Bergharen;Wijchen;Gelderland
6620;Dreumel;West Maas en Waal;Gelderland
6621;Dreumel;West Maas en Waal;Gelderland
6624;Heerewaarden;Maasdriel;Gelderland
6626;Alphen;West Maas en Waal;Gelderland
6627;Maasbommel;West Maas en Waal;Gelderland
6628;Altforst;West Maas en Waal;Gelderland
6629;Appeltern;West Maas en Waal;Gelderland
6631;Horssen;Druten;Gelderland
6634;Batenburg;Wijchen;Gelderland
6640;Beuningen;Losser;Overijssel
6641;Beuningen Gld;Beuningen;Gelderland
6642;Beuningen Gld;Beuningen;Gelderland
6644;Ewijk;Beuningen;Gelderland
6645;Winssen;Beuningen;Gelderland
6650;Druten;Druten;Gelderland
6651;Druten;Druten;Gelderland
6652;Druten;Druten;Gelderland
6653;Deest;Druten;Gelderland
6654;Afferden;Druten;Gelderland
6655;Puiflijk;Druten;Gelderland
6657;Boven-Leeuwen;West Maas en Waal;Gelderland
6658;Beneden-Leeuwen;West Maas en Waal;Gelderland
6659;Wamel;West Maas en Waal;Gelderland
6660;Elst;Overbetuwe;Gelderland
6661;Elst;Overbetuwe;Gelderland
6662;Elst;Overbetuwe;Gelderland
6663;Lent;Nijmegen;Gelderland
6665;Driel;Overbetuwe;Gelderland
6666;Heteren;Overbetuwe;Gelderland
6668;Randwijk;Overbetuwe;Gelderland
6669;Dodewaard;Neder-Betuwe;Gelderland
